Time,ARG,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHL,CHN,COL,CRI,CYP,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HRV,HUN,IDN,IND,IRL,ISL,ISR,ITA,JPN,KOR,LTU,LUX,LVA,MEX,MLT,NLD,NOR,NZL,POL,PRT,ROU,RUS,SAU,SGP,SVK,SVN,SWE,TUR,USA,ZAF
2018-12-31,44494502,24966643,8837707,11403740,7025036,208494900,37065084,8514327,18751405,1417069468,48258494,5003401,870071,10626430,82905788,5789957,46728814,1321977,5515525,67125071,66435550,10732877,4087843,9775566,264161600,1369003306,4857015,352722,8882764,59877216,126748506,51585058,2801543,607950,1927170,125327797,484634,17231622,5311916,4900600,38413139,10334633,19483840,146830572,33413660,3994283,5446770,2070050,10175215,81407211,326838199,57673251
2019-01-31,44531519,24997774,8841034,11408596,7020929,208632585,37109762,8519406,18781055,1417469015,48353259,5007951,871060,10630004,82921385,5791999,46760192,1322383,5516031,67143808,66465654,10731935,4085960,9775197,264390791,1370179034,4862388,353375,8897035,59864871,126732387,51600038,2800925,608954,1926058,125431954,486252,17241059,5314914,4907150,38410917,10336284,19474839,146825079,33480702,3996943,5447384,2071655,10183854,81504897,326962511,57744884
2019-02-28,44568537,25028905,8844362,11413453,7016823,208770270,37154441,8524485,18810706,1417868562,48448024,5012502,872050,10633579,82936982,5794041,46791571,1322790,5516538,67162546,66495759,10730994,4084078,9774828,264619983,1371354763,4867761,354028,8911307,59852526,126716268,51615018,2800308,609958,1924946,125536112,487871,17250497,5317912,4913700,38408695,10337935,19465839,146819586,33547744,3999604,5447999,2073260,10192493,81602583,327086824,57816518
2019-03-31,44605554,25060036,8847689,11418310,7012717,208907956,37199120,8529565,18840357,1418268109,48542790,5017052,873040,10637153,82952580,5796083,46822950,1323196,5517045,67181283,66525864,10730053,4082195,9774460,264849175,1372530492,4873135,354681,8925579,59840181,126700149,51629999,2799691,610963,1923834,125640270,489490,17259935,5320910,4920250,38406473,10339586,19456838,146814094,33614787,4002264,5448614,2074865,10201133,81700270,327211137,57888152
2019-04-30,44642572,25091167,8851017,11423167,7008610,209045641,37243799,8534644,18870008,1418667656,48637555,5021603,874030,10640728,82968177,5798125,46854328,1323603,5517551,67200021,66555969,10729112,4080313,9774091,265078366,1373706221,4878508,355334,8939851,59827836,126684030,51644979,2799074,611967,1922722,125744428,491109,17269373,5323908,4926800,38404251,10341237,19447838,146808601,33681829,4004925,5449229,2076470,10209772,81797956,327335450,57959786
2019-05-31,44679589,25122298,8854344,11428024,7004504,209183327,37288478,8539724,18899659,1419067203,48732320,5026153,875020,10644302,82983774,5800167,46885707,1324009,5518058,67218758,66586073,10728171,4078430,9773722,265307558,1374881949,4883882,355987,8954123,59815491,126667911,51659959,2798457,612972,1921610,125848586,492727,17278811,5326906,4933350,38402029,10342888,19438837,146803109,33748872,4007585,5449843,2078075,10218412,81895643,327459763,58031420
2019-06-30,44716607,25153430,8857672,11432881,7000398,209321012,37333157,8544803,18929310,1419466751,48827086,5030704,876010,10647877,82999372,5802209,46917086,1324416,5518565,67237496,66616178,10727230,4076548,9773354,265536750,1376057678,4889255,356640,8968395,59803146,126651792,51674940,2797840,613976,1920498,125952744,494346,17288249,5329904,4939900,38399807,10344539,19429837,146797616,33815914,4010246,5450458,2079680,10227051,81993329,327584076,58103054
2019-07-31,44753624,25184561,8860999,11437738,6996291,209458697,37377835,8549882,18958961,1419866298,48921851,5035254,876999,10651451,83014969,5804251,46948464,1324822,5519071,67256234,66646283,10726289,4074665,9772985,265765941,1377233407,4894628,357293,8982666,59790801,126635673,51689920,2797222,614980,1919386,126056901,495965,17297686,5332902,4946450,38397585,10346190,19420837,146792123,33882956,4012906,5451073,2081285,10235690,82091015,327708388,58174687
2019-08-31,44790642,25215692,8864327,11442595,6992185,209596383,37422514,8554962,18988612,1420265845,49016616,5039805,877989,10655026,83030566,5806293,46979843,1325229,5519578,67274971,66676388,10725348,4072783,9772616,265995133,1378409136,4900002,357946,8996938,59778456,126619554,51704900,2796605,615985,1918274,126161059,497584,17307124,5335900,4953000,38395363,10347841,19411836,146786631,33949999,4015567,5451688,2082890,10244330,82188702,327832701,58246321
2019-09-30,44827659,25246823,8867654,11447452,6988079,209734068,37467193,8560041,19018263,1420665392,49111382,5044355,878979,10658600,83046164,5808335,47011222,1325635,5520085,67293709,66706492,10724407,4070900,9772248,266224325,1379584864,4905375,358599,9011210,59766111,126603435,51719881,2795988,616989,1917162,126265217,499202,17316562,5338898,4959550,38393141,10349492,19402836,146781138,34017041,4018227,5452302,2084495,10252969,82286388,327957014,58317955
2019-10-31,44864677,25277954,8870982,11452309,6983972,209871754,37511872,8565121,19047914,1421064939,49206147,5048906,879969,10662175,83061761,5810377,47042600,1326042,5520591,67312446,66736597,10723466,4069018,9771879,266453516,1380760593,4910749,359252,9025482,59753766,126587316,51734861,2795371,617994,1916050,126369375,500821,17326000,5341896,4966100,38390919,10351143,19393835,146775646,34084084,4020888,5452917,2086100,10261609,82384075,328081327,58389589
2019-11-30,44901694,25309085,8874309,11457166,6979866,210009439,37556551,8570200,19077565,1421464486,49300912,5053456,880959,10665749,83077358,5812419,47073979,1326448,5521098,67331184,66766702,10722525,4067135,9771510,266682708,1381936322,4916122,359905,9039754,59741421,126571197,51749841,2794754,618998,1914938,126473533,502440,17335438,5344894,4972650,38388697,10352794,19384835,146770153,34151126,4023548,5453532,2087705,10270248,82481761,328205640,58461223
2019-12-31,44938712,25340217,8877637,11462023,6975760,210147125,37601230,8575280,19107216,1421864034,49395678,5058007,881949,10669324,83092956,5814461,47105358,1326855,5521605,67349922,66796807,10721584,4065253,9771142,266911900,1383112051,4921496,360558,9054026,59729077,126555078,51764822,2794137,620003,1913826,126577691,504059,17344876,5347893,4979200,38386476,10354445,19375835,146764661,34218169,4026209,5454147,2089310,10278888,82579448,328329953,58532857
2020-01-31,44975216,25366473,8880904,11465765,6972281,210281172,37635058,8580520,19136473,1422119513,49480008,5062442,882787,10671893,83098616,5815367,47126218,1327073,5522266,67365635,66820509,10719668,4063788,9769392,267136191,1384218307,4926158,361050,9067449,59704891,126520996,51770773,2794199,620870,1912711,126678907,504998,17352928,5350524,4988450,38383784,10356978,19366971,146739256,34284439,4027709,5454537,2090211,10285101,82646551,328595082,58601197
2020-02-29,45011720,25392729,8884171,11469508,6968802,210415219,37668886,8585761,19165731,1422374992,49564339,5066878,883625,10674462,83104276,5816273,47147079,1327292,5522928,67381348,66844211,10717752,4062324,9767643,267360483,1385324563,4930820,361542,9080873,59680705,126486914,51776724,2794261,621738,1911596,126780123,505937,17360980,5353156,4997700,38381092,10359511,19358107,146713851,34350709,4029209,5454927,2091112,10291314,82713654,328860212,58669537
2020-03-31,45048224,25418985,8887439,11473251,6965323,210549266,37702714,8591002,19194989,1422630471,49648670,5071314,884463,10677031,83109936,5817180,47167939,1327511,5523590,67397062,66867913,10715837,4060859,9765894,267584775,1386430819,4935482,362034,9094297,59656519,126452833,51782676,2794324,622605,1910481,126881339,506876,17369032,5355787,5006950,38378400,10362045,19349243,146688446,34416980,4030709,5455317,2092014,10297527,82780758,329125342,58737877
2020-04-30,45084729,25445241,8890706,11476994,6961845,210683314,37736542,8596243,19224247,1422885950,49733001,5075750,885301,10679601,83115596,5818086,47188800,1327729,5524251,67412775,66891616,10713921,4059395,9764145,267809066,1387537076,4940145,362526,9107721,59632333,126418751,51788627,2794386,623473,1909366,126982556,507816,17377084,5358419,5016200,38375708,10364578,19340379,146663041,34483250,4032209,5455707,2092915,10303740,82847861,329390472,58806218
2020-05-31,45121233,25471497,8893973,11480737,6958366,210817361,37770370,8601483,19253505,1423141429,49817331,5080186,886139,10682170,83121256,5818992,47209660,1327948,5524913,67428488,66915318,10712006,4057930,9762396,268033358,1388643332,4944807,363018,9121145,59608147,126384670,51794579,2794448,624340,1908251,127083772,508755,17385136,5361050,5025450,38373016,10367112,19331515,146637636,34549521,4033709,5456097,2093816,10309953,82914964,329655602,58874558
2020-06-30,45157737,25497753,8897241,11484480,6954887,210951408,37804198,8606724,19282763,1423396908,49901662,5084622,886977,10684739,83126916,5819899,47230521,1328167,5525575,67444202,66939020,10710090,4056466,9760647,268257650,1389749588,4949469,363510,9134569,59583961,126350588,51800530,2794511,625208,1907137,127184988,509694,17393188,5363682,5034700,38370324,10369645,19322652,146612232,34615791,4035209,5456487,2094718,10316166,82982068,329920732,58942898
2020-07-31,45194241,25524009,8900508,11488223,6951408,211085455,37838026,8611965,19312020,1423652387,49985993,5089058,887815,10687308,83132576,5820805,47251382,1328385,5526236,67459915,66962722,10708174,4055002,9758898,268481941,1390855844,4954131,364002,9147993,59559775,126316506,51806481,2794573,626075,1906022,127286204,510633,17401240,5366314,5043950,38367632,10372178,19313788,146586827,34682061,4036709,5456877,2095619,10322379,83049171,330185862,59011238
2020-08-31,45230746,25550265,8903775,11491966,6947930,211219503,37871854,8617206,19341278,1423907866,50070324,5093494,888653,10689878,83138236,5821711,47272242,1328604,5526898,67475628,66986425,10706259,4053537,9757149,268706233,1391962101,4958794,364494,9161417,59535589,126282425,51812433,2794635,626943,1904907,127387421,511573,17409292,5368945,5053200,38364940,10374712,19304924,146561422,34748332,4038209,5457267,2096520,10328592,83116274,330450992,59079579
2020-09-30,45267250,25576521,8907043,11495709,6944451,211353550,37905682,8622446,19370536,1424163345,50154654,5097930,889491,10692447,83143896,5822618,47293103,1328823,5527560,67491342,67010127,10704343,4052073,9755400,268930525,1393068357,4963456,364986,9174841,59511403,126248343,51818384,2794698,627810,1903792,127488637,512512,17417344,5371577,5062450,38362248,10377245,19296060,146536017,34814602,4039709,5457657,2097422,10334805,83183378,330716122,59147919
2020-10-31,45303754,25602777,8910310,11499452,6940972,211487597,37939510,8627687,19399794,1424418824,50238985,5102366,890329,10695016,83149556,5823524,47313963,1329041,5528221,67507055,67033829,10702428,4050608,9753651,269154816,1394174613,4968118,365478,9188265,59487217,126214262,51824336,2794760,628678,1902677,127589853,513451,17425396,5374208,5071700,38359556,10379779,19287196,146510612,34880873,4041209,5458047,2098323,10341018,83250481,330981252,59216259
2020-11-30,45340258,25629033,8913577,11503195,6937493,211621644,37973338,8632928,19429052,1424674303,50323316,5106802,891167,10697585,83155216,5824430,47334824,1329260,5528883,67522768,67057531,10700512,4049144,9751902,269379108,1395280869,4972780,365970,9201689,59463031,126180180,51830287,2794822,629545,1901562,127691069,514390,17433448,5376840,5080950,38356864,10382312,19278332,146485207,34947143,4042709,5458437,2099224,10347231,83317584,331246382,59284599
2020-12-31,45376763,25655289,8916845,11506938,6934015,211755692,38007166,8638169,19458310,1424929783,50407647,5111238,892006,10700155,83160877,5825337,47355685,1329479,5529545,67538482,67081234,10698597,4047680,9750153,269603400,1396387126,4977443,366462,9215113,59438845,126146099,51836239,2794885,630413,1900448,127792286,515330,17441500,5379472,5090200,38354173,10384846,19269469,146459803,35013414,4044210,5458827,2100126,10353444,83384688,331511512,59352940
2021-01-31,45412761,25658021,8919734,11510744,6929325,211885854,38025443,8643700,19476647,1425010089,50466791,5115554,892701,10683546,83163810,5827408,47353653,1329600,5530501,67555180,67076655,10687814,4033621,9746798,269823825,1397318519,4980277,366967,9228136,59413372,126092448,51828625,2796009,631217,1899118,127890632,515597,17449129,5381876,5091966,38338177,10386751,19257351,146410177,34938197,4039429,5457424,2100699,10358641,83448241,331554848,59403938
2021-02-28,45448760,25660754,8922624,11514550,6924636,212016016,38043721,8649231,19494985,1425090396,50525935,5119871,893397,10666937,83166743,5829479,47351621,1329721,5531457,67571878,67072077,10677032,4019563,9743443,270044250,1398249912,4983112,367472,9241160,59387899,126038797,51821011,2797134,632021,1897788,127988978,515864,17456758,5384280,5093733,38322181,10388656,19245234,146360551,34862981,4034648,5456021,2101272,10363838,83511794,331598185,59454936
2021-03-31,45484759,25663486,8925513,11518357,6919946,212146178,38061999,8654762,19513323,1425170703,50585079,5124187,894093,10650328,83169676,5831550,47349589,1329842,5532413,67588577,67067498,10666250,4005505,9740088,270264675,1399181305,4985947,367977,9254184,59362427,125985146,51813398,2798258,632825,1896458,128087324,516132,17464387,5386684,5095500,38306185,10390561,19233117,146310926,34787765,4029868,5454618,2101846,10369036,83575347,331641522,59505934
2021-04-30,45520757,25666219,8928403,11522163,6915257,212276341,38080276,8660293,19531661,1425251010,50644224,5128504,894789,10633720,83172610,5833621,47347557,1329963,5533370,67605275,67062920,10655468,3991447,9736733,270485100,1400112698,4988782,368482,9267208,59336954,125931496,51805784,2799383,633630,1895128,128185670,516399,17472016,5389088,5097266,38290190,10392466,19220999,146261300,34712549,4025087,5453215,2102419,10374233,83638900,331684859,59556932
2021-05-31,45556756,25668951,8931292,11525970,6910567,212406503,38098554,8665824,19549998,1425331317,50703368,5132820,895485,10617111,83175543,5835692,47345525,1330084,5534326,67621974,67058341,10644686,3977388,9733378,270705525,1401044091,4991616,368987,9280232,59311481,125877845,51798171,2800507,634434,1893798,128284016,516666,17479645,5391492,5099033,38274194,10394371,19208882,146211675,34637333,4020306,5451812,2102993,10379430,83702453,331728196,59607930
2021-06-30,45592755,25671684,8934182,11529776,6905878,212536665,38116832,8671355,19568336,1425411624,50762512,5137137,896181,10600502,83178476,5837763,47343493,1330205,5535282,67638672,67053763,10633904,3963330,9730023,270925950,1401975484,4994451,369492,9293256,59286009,125824194,51790557,2801632,635238,1892468,128382362,516934,17487274,5393896,5100800,38258198,10396276,19196765,146162049,34562117,4015526,5450409,2103566,10384628,83766007,331771533,59658928
2021-07-31,45628753,25674416,8937072,11533582,6901189,212666827,38135109,8676886,19586674,1425491930,50821656,5141454,896877,10583893,83181409,5839834,47341461,1330326,5536238,67655370,67049184,10623121,3949272,9726668,271146375,1402906877,4997286,369997,9306280,59260536,125770543,51782943,2802757,636042,1891138,128480708,517201,17494903,5396300,5102566,38242202,10398181,19184647,146112423,34486901,4010745,5449006,2104139,10389825,83829560,331814869,59709926
2021-08-31,45664752,25677149,8939961,11537389,6896499,212796990,38153387,8682417,19605012,1425572237,50880801,5145770,897573,10567285,83184343,5841905,47339429,1330447,5537195,67672069,67044606,10612339,3935214,9723313,271366800,1403838270,5000121,370502,9319304,59235063,125716893,51775330,2803881,636847,1889808,128579054,517468,17502532,5398704,5104333,38226207,10400086,19172530,146062798,34411685,4005964,5447603,2104713,10395022,83893113,331858206,59760924
2021-09-30,45700751,25679881,8942851,11541195,6891810,212927152,38171665,8687948,19623349,1425652544,50939945,5150087,898269,10550676,83187276,5843976,47337397,1330568,5538151,67688767,67040027,10601557,3921155,9719958,271587225,1404769663,5002955,371007,9332328,59209591,125663242,51767716,2805006,637651,1888478,128677400,517736,17510161,5401108,5106100,38210211,10401991,19160413,146013172,34336469,4001184,5446200,2105286,10400220,83956666,331901543,59811922
2021-10-31,45736749,25682614,8945740,11545002,6887120,213057314,38189942,8693479,19641687,1425732851,50999089,5154403,898965,10534067,83190209,5846047,47335365,1330689,5539107,67705466,67035449,10590775,3907097,9716603,271807650,1405701056,5005790,371512,9345352,59184118,125609591,51760103,2806130,638455,1887148,128775746,518003,17517790,5403512,5107866,38194215,10403896,19148295,145963547,34261253,3996403,5444797,2105860,10405417,84020219,331944880,59862920
2021-11-30,45772748,25685346,8948630,11548808,6882431,213187476,38208220,8699010,19660025,1425813158,51058233,5158720,899661,10517458,83193142,5848118,47333333,1330810,5540063,67722164,67030870,10579993,3893039,9713248,272028075,1406632449,5008625,372017,9358376,59158645,125555940,51752489,2807255,639259,1885818,128874092,518270,17525419,5405916,5109633,38178219,10405801,19136178,145913921,34186037,3991622,5443394,2106433,10410614,84083772,331988217,59913918
2021-12-31,45808747,25688079,8951520,11552615,6877742,213317639,38226498,8704542,19678363,1425893465,51117378,5163037,900357,10500850,83196076,5850189,47331302,1330932,5541020,67738863,67026292,10569211,3878981,9709893,272248500,1407563842,5011460,372523,9371400,59133173,125502290,51744876,2808380,640064,1884488,128972439,518538,17533048,5408320,5111400,38162224,10407707,19124061,145864296,34110821,3986842,5441991,2107007,10415812,84147326,332031554,59964917
2022-01-31,45844253,25712317,8959964,11559962,6858207,213443547,38285115,8710476,19690879,1425892954,51164487,5167231,901072,10522406,83246235,5855221,47354946,1332424,5542277,67755840,67049021,10551882,3876899,9704322,272466050,1408364619,5018857,373313,9384500,59117110,125455998,51735146,2810431,641151,1884061,129067932,518933,17547218,5412387,5112458,38134318,10410751,19112284,145812752,33949521,3994041,5441137,2107150,10421739,84216708,332136220,60018256
2022-02-28,45879760,25736555,8968409,11567310,6838672,213569455,38343732,8716411,19703396,1425892443,51211597,5171426,901788,10543962,83296394,5860253,47378590,1333916,5543534,67772817,67071751,10534554,3874817,9698752,272683600,1409165397,5026254,374103,9397600,59101048,125409706,51725416,2812483,642238,1883635,129163425,519328,17561388,5416454,5113516,38106412,10413796,19100508,145761209,33788221,4001241,5440284,2107294,10427666,84286091,332240887,60071596
2022-03-31,45915267,25760793,8976854,11574658,6819137,213695364,38402349,8722345,19715913,1425891932,51258706,5175621,902504,10565518,83346553,5865286,47402235,1335409,5544792,67789794,67094481,10517225,3872735,9693181,272901150,1409966175,5033652,374893,9410700,59084985,125363414,51715686,2814535,643325,1883209,129258918,519723,17575559,5420522,5114575,38078506,10416840,19088731,145709666,33626921,4008441,5439431,2107438,10433594,84355474,332345554,60124935
2022-04-30,45950774,25785031,8985298,11582006,6799602,213821272,38460966,8728280,19728429,1425891421,51305816,5179815,903219,10587075,83396713,5870318,47425879,1336901,5546049,67806772,67117210,10499897,3870654,9687611,273118700,1410766952,5041049,375683,9423800,59068923,125317123,51705956,2816586,644412,1882783,129354411,520119,17589729,5424589,5115633,38050601,10419885,19076955,145658122,33465622,4015641,5438578,2107582,10439521,84424857,332450221,60178275
2022-05-31,45986281,25809269,8993743,11589353,6780067,213947181,38519583,8734214,19740946,1425890910,51352925,5184010,903935,10608631,83446872,5875350,47449523,1338393,5547306,67823749,67139940,10482568,3868572,9682040,273336250,1411567730,5048447,376473,9436900,59052860,125270831,51696226,2818638,645499,1882357,129449904,520514,17603899,5428657,5116691,38022695,10422929,19065178,145606579,33304322,4022840,5437724,2107725,10445449,84494239,332554888,60231614
2022-06-30,46021788,25833507,9002188,11596701,6760532,214073089,38578200,8740149,19753463,1425890400,51400035,5188205,904651,10630187,83497031,5880383,47473168,1339886,5548564,67840726,67162670,10465240,3866490,9676470,273553800,1412368508,5055844,377264,9450000,59036798,125224539,51686496,2820690,646586,1881931,129545397,520909,17618070,5432724,5117750,37994789,10425974,19053402,145555036,33143022,4030040,5436871,2107869,10451376,84563622,332659555,60284954
2022-07-31,46057295,25857745,9010632,11604049,6740997,214198997,38636817,8746084,19765979,1425889889,51447144,5192399,905366,10651743,83547190,5885415,47496812,1341378,5549821,67857703,67185399,10447912,3864408,9670900,273771350,1413169285,5063241,378054,9463100,59020736,125178247,51676766,2822741,647673,1881504,129640890,521304,17632240,5436791,5118808,37966883,10429018,19041625,145503492,32981722,4037240,5436018,2108013,10457303,84633005,332764222,60338294
2022-08-31,46092802,25881983,9019077,11611397,6721462,214324906,38695434,8752018,19778496,1425889378,51494254,5196594,906082,10673300,83597350,5890447,47520456,1342870,5551078,67874681,67208129,10430583,3862327,9665329,273988900,1413970063,5070639,378844,9476200,59004673,125131956,51667036,2824793,648760,1881078,129736383,521700,17646410,5440859,5119866,37938978,10432063,19029849,145451949,32820423,4044440,5435165,2108157,10463231,84702388,332868889,60391633
2022-09-30,46128309,25906221,9027522,11618744,6701927,214450814,38754051,8757953,19791013,1425888867,51541363,5200789,906798,10694856,83647509,5895480,47544101,1344363,5552336,67891658,67230859,10413255,3860245,9659759,274206450,1414770841,5078036,379634,9489300,58988611,125085664,51657306,2826845,649847,1880652,129831876,522095,17660581,5444926,5120925,37911072,10435107,19018072,145400406,32659123,4051639,5434311,2108300,10469158,84771770,332973556,60444973
2022-10-31,46163816,25930459,9035966,11626092,6682392,214576723,38812668,8763887,19803529,1425888356,51588473,5204983,907513,10716412,83697668,5900512,47567745,1345855,5553593,67908635,67253588,10395926,3858163,9654188,274424000,1415571618,5085434,380424,9502400,58972548,125039372,51647576,2828896,650934,1880226,129927369,522490,17674751,5448994,5121983,37883166,10438152,19006296,145348862,32497823,4058839,5433458,2108444,10475086,84841153,333078223,60498312
2022-11-30,46199323,25954697,9044411,11633440,6662857,214702631,38871285,8769822,19816046,1425887845,51635582,5209178,908229,10737968,83747827,5905544,47591389,1347347,5554850,67925612,67276318,10378598,3856081,9648618,274641550,1416372396,5092831,381214,9515500,58956486,124993080,51637846,2830948,652021,1879800,130022862,522885,17688921,5453061,5123041,37855260,10441196,18994519,145297319,32336523,4066039,5432605,2108588,10481013,84910536,333182890,60551652
2022-12-31,46234830,25978935,9052856,11640788,6643323,214828540,38929902,8775757,19828563,1425887335,51682692,5213373,908945,10759525,83797987,5910577,47615034,1348840,5556108,67942590,67299048,10361270,3854000,9643048,274859100,1417173174,5100229,382005,9528600,58940424,124946789,51628117,2833000,653108,1879374,130118356,523281,17703092,5457129,5124100,37827355,10444241,18982743,145245776,32175224,4073239,5431752,2108732,10486941,84979919,333287557,60604992
